,class_name ,avg_pixel,avg_image,avg_prcision,avg_recall,average_pixel,average_img,average_precision,average_recall
0,brain,0.9597263089804535,0.8741412322302533,0.9999061894972157,0.39054103673305834,0.9245958836588338,0.6995068589226063,0.9977315808356352,0.280774431336727
1,liver,0.9295214281021247,0.47942131485406575,0.9994358219228318,0.27302248306218446,0.9245958836588338,0.6995068589226063,0.9977315808356352,0.280774431336727
2,retina_resc,0.8845399138939236,0.7449580296835001,0.9938527310868583,0.1787597742149384,0.9245958836588338,0.6995068589226063,0.9977315808356352,0.280774431336727
